ID_Q;CUARTO;ID_partido;#;EQUIPO;JORNADA;RESULTADO;RIVAL;RESULTADO_RIVAL;LOCAL;TITULAR;VICTORIA;MIN_Q;SEG_Q;PTS_Q;TCA_Q;TCI_Q;TCF_Q;T2A_Q;T2I_Q;T2F_Q;T3A_Q;T3I_Q;T3F_Q;TLA_Q;TLI_Q;TLF_Q;RO_Q;RD_Q;RT_Q;ASI_Q;PER_Q;REC_Q;TAP_Q;TAPR_Q;FP_Q;FPR_Q;MAT_Q;+/-_Q;VAL_Q;MIN_Eq_Q;PTS_Eq_Q;TCA_Eq_Q;TCI_Eq_Q;TCF_Eq_Q;T2A_Eq_Q;T2I_Eq_Q;T2F_Eq_Q;T3A_Eq_Q;T3I_Eq_Q;T3F_Eq_Q;TLA_Eq_Q;TLI_Eq_Q;TLF_Eq_Q;RO_Eq_Q;RD_Eq_Q;RT_Eq_Q;ASI_Eq_Q;PER_Eq_Q;REC_Eq_Q;TAP_Eq_Q;TAPR_Eq_Q;FP_Eq_Q;FPR_Eq_Q;MAT_Eq_Q;VAL_Eq_Q
0_UNI_J1_Q1;1;0_UNI_J1;0;UNI;1;86;SBB;68;True;True;True;4,9;294;0;0;2;2;0;1;1;0;1;1;0;0;0;1;2;3;0;0;0;0;0;1;0;0;-4;0;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
2_UNI_J1_Q1;1;2_UNI_J1;2;UNI;1;86;SBB;68;True;True;True;4,9;294;2;0;1;1;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;1;0;-4;1;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
4_UNI_J1_Q1;1;4_UNI_J1;4;UNI;1;86;SBB;68;True;False;True;4,6;276;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;3;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
7_UNI_J1_Q1;1;7_UNI_J1;7;UNI;1;86;SBB;68;True;False;True;6,1;366;2;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;2;0;-2;4;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
9_UNI_J1_Q1;1;9_UNI_J1;9;UNI;1;86;SBB;68;True;False;True;5,1;306;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
13_UNI_J1_Q1;1;13_UNI_J1;13;UNI;1;86;SBB;68;True;False;True;1,6;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;0;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
14_UNI_J1_Q1;1;14_UNI_J1;14;UNI;1;86;SBB;68;True;True;True;3,85;231;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;2;0;0;0;0;0;0;-1;-2;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
19_UNI_J1_Q1;1;19_UNI_J1;19;UNI;1;86;SBB;68;True;False;True;1,55;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;-4;-2;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
27_UNI_J1_Q1;1;27_UNI_J1;27;UNI;1;86;SBB;68;True;True;True;3,85;231;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1;3;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
33_UNI_J1_Q1;1;33_UNI_J1;33;UNI;1;86;SBB;68;True;False;True;3,55;213;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;2;1;1;0;0;0;0;0;5;2;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
45_UNI_J1_Q1;1;45_UNI_J1;45;UNI;1;86;SBB;68;True;False;True;5,1;306;2;1;2;1;1;2;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;2;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
55_UNI_J1_Q1;1;55_UNI_J1;55;UNI;1;86;SBB;68;True;True;True;4,9;294;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;-4;3;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
UNI_UNI_J1_Q1;1;UNI_UNI_J1;UNI;UNI;1;86;SBB;68;True;False;True;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;15;6;12;6;5;8;3;1;4;3;2;3;1;1;5;6;6;6;3;0;0;4;4;1;17
0_UNI_J1_Q2;2;0_UNI_J1;0;UNI;1;86;SBB;68;True;True;True;4,433333333333334;266;4;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;4;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
2_UNI_J1_Q2;2;2_UNI_J1;2;UNI;1;86;SBB;68;True;True;True;3,683333333333333;221;6;2;3;1;1;2;1;1;1;0;1;1;0;0;3;3;0;0;0;0;1;1;2;0;8;8;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
4_UNI_J1_Q2;2;4_UNI_J1;4;UNI;1;86;SBB;68;True;False;True;5,833333333333333;350;0;0;2;2;0;2;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;9;-2;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
7_UNI_J1_Q2;2;7_UNI_J1;7;UNI;1;86;SBB;68;True;False;True;1,15;69;2;0;1;1;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;1;0;2;2;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
9_UNI_J1_Q2;2;9_UNI_J1;9;UNI;1;86;SBB;68;True;False;True;3,8333333333333335;230;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;4;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
13_UNI_J1_Q2;2;13_UNI_J1;13;UNI;1;86;SBB;68;True;False;True;4,066666666666666;244;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;7;1;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
14_UNI_J1_Q2;2;14_UNI_J1;14;UNI;1;86;SBB;68;True;True;True;5,933333333333334;356;5;2;4;2;1;3;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;3;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
19_UNI_J1_Q2;2;19_UNI_J1;19;UNI;1;86;SBB;68;True;False;True;3,25;195;2;1;1;0;1;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;4;3;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
27_UNI_J1_Q2;2;27_UNI_J1;27;UNI;1;86;SBB;68;True;True;True;5,233333333333333;314;3;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;8;4;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
33_UNI_J1_Q2;2;33_UNI_J1;33;UNI;1;86;SBB;68;True;False;True;2,316666666666667;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;1;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
45_UNI_J1_Q2;2;45_UNI_J1;45;UNI;1;86;SBB;68;True;False;True;6,316666666666666;379;3;1;1;0;0;0;0;1;1;0;0;0;0;1;2;3;2;0;0;0;0;1;0;0;7;7;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
55_UNI_J1_Q2;2;55_UNI_J1;55;UNI;1;86;SBB;68;True;True;True;3,95;237;3;1;2;1;0;1;1;1;1;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;3;4;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
UNI_UNI_J1_Q2;2;UNI_UNI_J1;UNI;UNI;1;86;SBB;68;True;False;True;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;31;11;19;8;5;11;6;6;8;2;3;3;0;2;9;11;8;1;1;0;1;6;4;1;39
0_UNI_J1_Q3;3;0_UNI_J1;0;UNI;1;86;SBB;68;True;True;True;3,066666666666667;184;2;0;1;1;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;1;1;0;-1;1;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
2_UNI_J1_Q3;3;2_UNI_J1;2;UNI;1;86;SBB;68;True;True;True;5,966666666666667;358;4;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;-9;3;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
4_UNI_J1_Q3;3;4_UNI_J1;4;UNI;1;86;SBB;68;True;False;True;1,5833333333333333;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-1;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
7_UNI_J1_Q3;3;7_UNI_J1;7;UNI;1;86;SBB;68;True;False;True;2,216666666666667;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-7;-1;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
9_UNI_J1_Q3;3;9_UNI_J1;9;UNI;1;86;SBB;68;True;False;True;5,183333333333334;311;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;-7;2;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
13_UNI_J1_Q3;3;13_UNI_J1;13;UNI;1;86;SBB;68;True;False;True;2,216666666666667;133;2;1;3;2;1;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;-7;-2;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
14_UNI_J1_Q3;3;14_UNI_J1;14;UNI;1;86;SBB;68;True;True;True;6,2;372;4;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
19_UNI_J1_Q3;3;19_UNI_J1;19;UNI;1;86;SBB;68;True;False;True;3,8833333333333333;233;2;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;6;-1;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
27_UNI_J1_Q3;3;27_UNI_J1;27;UNI;1;86;SBB;68;True;True;True;7,783333333333333;467;2;1;2;1;1;2;1;0;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0;4;6;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
33_UNI_J1_Q3;3;33_UNI_J1;33;UNI;1;86;SBB;68;True;False;True;3,05;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8;0;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
45_UNI_J1_Q3;3;45_UNI_J1;45;UNI;1;86;SBB;68;True;False;True;4,033333333333333;242;2;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;6;3;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
55_UNI_J1_Q3;3;55_UNI_J1;55;UNI;1;86;SBB;68;True;True;True;4,816666666666666;289;2;0;1;1;0;0;0;0;1;1;2;2;0;0;0;0;1;0;1;0;0;1;2;0;4;4;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
UNI_UNI_J1_Q3;3;UNI_UNI_J1;UNI;UNI;1;86;SBB;68;True;False;True;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;20,0;20;8;14;6;8;11;3;0;3;3;4;4;0;2;2;4;7;5;1;0;1;6;5;0;19
0_UNI_J1_Q4;4;0_UNI_J1;0;UNI;1;86;SBB;68;True;True;True;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
2_UNI_J1_Q4;4;2_UNI_J1;2;UNI;1;86;SBB;68;True;True;True;5,933333333333334;356;5;1;1;0;1;1;0;0;0;0;3;4;1;0;1;1;0;0;0;0;0;1;2;1;8;6;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
4_UNI_J1_Q4;4;4_UNI_J1;4;UNI;1;86;SBB;68;True;False;True;4,433333333333334;266;3;1;1;0;1;1;0;0;0;0;1;2;1;1;1;2;1;0;0;0;0;0;2;0;6;7;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
7_UNI_J1_Q4;4;7_UNI_J1;7;UNI;1;86;SBB;68;True;False;True;4,133333333333334;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
9_UNI_J1_Q4;4;9_UNI_J1;9;UNI;1;86;SBB;68;True;False;True;3,5166666666666666;211;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;0;5;1;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
13_UNI_J1_Q4;4;13_UNI_J1;13;UNI;1;86;SBB;68;True;False;True;5,566666666666666;334;0;0;2;2;0;2;2;0;0;0;0;0;0;0;1;1;0;1;1;0;0;2;0;0;3;-3;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
14_UNI_J1_Q4;4;14_UNI_J1;14;UNI;1;86;SBB;68;True;True;True;4,2;252;2;1;1;0;1;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;1;0;5;0;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
19_UNI_J1_Q4;4;19_UNI_J1;19;UNI;1;86;SBB;68;True;False;True;4,1;246;5;2;2;0;2;2;0;0;0;0;1;2;1;3;1;4;1;0;0;0;0;0;2;1;5;11;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
27_UNI_J1_Q4;4;27_UNI_J1;27;UNI;1;86;SBB;68;True;True;True;5,8;348;2;1;4;3;1;2;1;0;2;2;0;0;0;0;1;1;0;3;1;0;1;3;1;0;4;-5;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
33_UNI_J1_Q4;4;33_UNI_J1;33;UNI;1;86;SBB;68;True;False;True;5,9;354;2;1;3;2;1;2;1;0;1;1;0;0;0;2;3;5;2;0;0;0;0;0;0;0;4;7;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
45_UNI_J1_Q4;4;45_UNI_J1;45;UNI;1;86;SBB;68;True;False;True;4,066666666666666;244;0;0;2;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;-4;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
55_UNI_J1_Q4;4;55_UNI_J1;55;UNI;1;86;SBB;68;True;True;True;2,35;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
UNI_UNI_J1_Q4;4;UNI_UNI_J1;UNI;UNI;1;86;SBB;68;True;False;True;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;20,0;20;7;16;9;7;13;6;0;3;3;6;12;6;6;10;16;5;5;2;0;1;9;9;2;22
2_SBB_J1_Q1;1;2_SBB_J1;2;SBB;1;68;UNI;86;False;True;False;6,083333333333333;365;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
3_SBB_J1_Q1;1;3_SBB_J1;3;SBB;1;68;UNI;86;False;True;False;5,216666666666667;313;2;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;5;3;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
7_SBB_J1_Q1;1;7_SBB_J1;7;SBB;1;68;UNI;86;False;False;False;3,9166666666666665;235;2;1;3;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
10_SBB_J1_Q1;1;10_SBB_J1;10;SBB;1;68;UNI;86;False;False;False;3,216666666666667;193;3;1;2;1;1;2;1;0;0;0;1;2;1;0;1;1;0;0;0;0;0;0;1;1;0;3;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
11_SBB_J1_Q1;1;11_SBB_J1;11;SBB;1;68;UNI;86;False;True;False;6,083333333333333;365;2;1;2;1;1;1;0;0;1;1;0;0;0;0;0;0;1;2;1;0;0;0;2;0;1;3;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
12_SBB_J1_Q1;1;12_SBB_J1;12;SBB;1;68;UNI;86;False;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
18_SBB_J1_Q1;1;18_SBB_J1;18;SBB;1;68;UNI;86;False;True;False;5,233333333333333;314;3;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;-1;2;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
19_SBB_J1_Q1;1;19_SBB_J1;19;SBB;1;68;UNI;86;False;False;False;4,783333333333333;287;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;-2;1;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
20_SBB_J1_Q1;1;20_SBB_J1;20;SBB;1;68;UNI;86;False;False;False;4,783333333333333;287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-2;1;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
22_SBB_J1_Q1;1;22_SBB_J1;22;SBB;1;68;UNI;86;False;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
32_SBB_J1_Q1;1;32_SBB_J1;32;SBB;1;68;UNI;86;False;True;False;5,216666666666667;313;4;2;2;0;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;5;4;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
73_SBB_J1_Q1;1;73_SBB_J1;73;SBB;1;68;UNI;86;False;False;False;5,466666666666667;328;2;1;1;0;1;1;0;0;0;0;0;0;0;1;1;2;1;1;0;0;0;2;1;0;6;3;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
SBB_SBB_J1_Q1;1;SBB_SBB_J1;SBB;SBB;1;68;UNI;86;False;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;18;8;14;6;7;10;3;1;4;3;1;2;1;1;6;7;4;5;3;0;0;4;4;2;20
2_SBB_J1_Q2;2;2_SBB_J1;2;SBB;1;68;UNI;86;False;True;False;4,133333333333334;248;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;-14;-1;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
3_SBB_J1_Q2;2;3_SBB_J1;3;SBB;1;68;UNI;86;False;True;False;4,166666666666667;250;0;0;2;2;0;1;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;-7;0;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
7_SBB_J1_Q2;2;7_SBB_J1;7;SBB;1;68;UNI;86;False;False;False;5,866666666666666;352;3;1;4;3;0;1;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;-1;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
10_SBB_J1_Q2;2;10_SBB_J1;10;SBB;1;68;UNI;86;False;False;False;6,683333333333334;401;2;0;1;1;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;1;0;-9;1;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
11_SBB_J1_Q2;2;11_SBB_J1;11;SBB;1;68;UNI;86;False;True;False;5,883333333333334;353;7;1;4;3;0;1;1;1;3;2;4;4;0;0;0;0;0;0;0;0;0;0;2;0;-11;6;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
12_SBB_J1_Q2;2;12_SBB_J1;12;SBB;1;68;UNI;86;False;False;False;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
18_SBB_J1_Q2;2;18_SBB_J1;18;SBB;1;68;UNI;86;False;True;False;5,933333333333334;356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-8;1;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
19_SBB_J1_Q2;2;19_SBB_J1;19;SBB;1;68;UNI;86;False;False;False;5,833333333333333;350;2;0;1;1;0;1;1;0;0;0;2;2;0;0;1;1;0;0;0;0;0;1;1;0;-8;2;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
20_SBB_J1_Q2;2;20_SBB_J1;20;SBB;1;68;UNI;86;False;False;False;1,9333333333333333;116;0;0;1;1;0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;-5;0;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
22_SBB_J1_Q2;2;22_SBB_J1;22;SBB;1;68;UNI;86;False;False;False;2,216666666666667;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4;0;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
32_SBB_J1_Q2;2;32_SBB_J1;32;SBB;1;68;UNI;86;False;True;False;5,45;327;2;0;0;0;0;0;0;0;0;0;2;4;2;1;1;2;1;0;0;1;0;0;2;0;-8;6;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
73_SBB_J1_Q2;2;73_SBB_J1;73;SBB;1;68;UNI;86;False;False;False;1,9;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
SBB_SBB_J1_Q2;2;SBB_SBB_J1;SBB;SBB;1;68;UNI;86;False;False;False;50,0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;20,0;16;2;14;12;0;6;6;2;8;6;10;12;2;2;6;8;2;1;1;1;0;4;6;0;15
2_SBB_J1_Q3;3;2_SBB_J1;2;SBB;1;68;UNI;86;False;True;False;4,2;252;4;1;2;1;1;1;0;0;1;1;2;2;0;0;0;0;0;1;0;0;0;0;1;0;-2;3;20,0;23;9;13;4;7;9;2;2;4;2;3;4;1;2;4;6;4;6;3;1;0;5;6;1;27
3_SBB_J1_Q3;3;3_SBB_J1;3;SBB;1;68;UNI;86;False;True;False;7,016666666666667;421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;0;4;-1;20,0;23;9;13;4;7;9;2;2;4;2;3;4;1;2;4;6;4;6;3;1;0;5;6;1;27
7_SBB_J1_Q3;3;7_SBB_J1;7;SBB;1;68;UNI;86;False;False;False;5,8;348;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;0;5;-1;20,0;23;9;13;4;7;9;2;2;4;2;3;4;1;2;4;6;4;6;3;1;0;5;6;1;27
10_SBB_J1_Q3;3;10_SBB_J1;10;SBB;1;68;UNI;86;False;False;False;3,8833333333333333;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-6;0;20,0;23;9;13;4;7;9;2;2;4;2;3;4;1;2;4;6;4;6;3;1;0;5;6;1;27
11_SBB_J1_Q3;3;11_SBB_J1;11;SBB;1;68;UNI;86;False;True;False;4,633333333333334;278;5;2;3;1;1;2;1;1;1;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;8;8;20,0;23;9;13;4;7;9;2;2;4;2;3;4;1;2;4;6;4;6;3;1;0;5;6;1;27
